CMDLINE graphene-sgx ./pytorch predict.py
MEM 0.003906 1661826656.0562
MEM 11.148438 1661826656.1566
MEM 12.625000 1661826656.2569
MEM 13.542969 1661826656.3579
MEM 14.792969 1661826656.4584
MEM 15.371094 1661826656.5589
MEM 16.113281 1661826656.6592
MEM 16.113281 1661826656.7596
MEM 16.656250 1661826656.8602
MEM 17.492188 1661826656.9605
MEM 18.367188 1661826657.0613
MEM 18.515625 1661826657.1618
MEM 18.796875 1661826657.2623
MEM 20.015625 1661826657.3626
MEM 19.785156 1661826657.4629
MEM 21.046875 1661826657.5639
MEM 21.070312 1661826657.6643
MEM 21.355469 1661826657.7646
MEM 22.148438 1661826657.8652
MEM 21.718750 1661826657.9656
MEM 23.281250 1661826658.0662
MEM 22.785156 1661826658.1665
MEM 22.921875 1661826658.2668
MEM 24.230469 1661826658.3673
MEM 23.992188 1661826658.4679
MEM 22.726562 1661826658.5682
MEM 24.468750 1661826658.6685
MEM 25.000000 1661826658.7688
MEM 22.308594 1661826658.8692
MEM 22.308594 1661826658.9699
MEM 22.308594 1661826659.0702
MEM 22.308594 1661826659.1705
MEM 22.308594 1661826659.2710
MEM 22.308594 1661826659.3712
MEM 22.308594 1661826659.4718
MEM 22.308594 1661826659.5721
MEM 22.308594 1661826659.6730
MEM 22.308594 1661826659.7734
MEM 22.308594 1661826659.8737
MEM 22.308594 1661826659.9742
MEM 22.308594 1661826660.0746
MEM 22.308594 1661826660.1749
MEM 22.308594 1661826660.2754
MEM 22.308594 1661826660.3757
MEM 22.308594 1661826660.4762
MEM 22.308594 1661826660.5765
MEM 22.308594 1661826660.6772
MEM 22.308594 1661826660.7775
MEM 22.308594 1661826660.8779
MEM 22.308594 1661826660.9788
MEM 22.308594 1661826661.0795
MEM 22.308594 1661826661.1798
MEM 22.308594 1661826661.2804
MEM 22.308594 1661826661.3807
MEM 22.308594 1661826661.4811
MEM 22.308594 1661826661.5816
MEM 22.308594 1661826661.6820
MEM 22.308594 1661826661.7826
MEM 22.308594 1661826661.8832
MEM 22.308594 1661826661.9838
MEM 22.308594 1661826662.0842
MEM 22.308594 1661826662.1845
MEM 22.308594 1661826662.2849
MEM 22.308594 1661826662.3855
MEM 22.308594 1661826662.4861
MEM 22.308594 1661826662.5864
MEM 22.308594 1661826662.6867
MEM 22.308594 1661826662.7873
MEM 22.308594 1661826662.8877
MEM 22.308594 1661826662.9881
MEM 22.308594 1661826663.0887
MEM 22.308594 1661826663.1889
MEM 22.308594 1661826663.2894
MEM 22.308594 1661826663.3902
MEM 22.308594 1661826663.4911
MEM 22.308594 1661826663.5918
MEM 22.308594 1661826663.6922
MEM 22.308594 1661826663.7925
MEM 22.308594 1661826663.8932
MEM 22.308594 1661826663.9939
MEM 22.308594 1661826664.0947
MEM 22.308594 1661826664.1953
MEM 22.308594 1661826664.2957
MEM 22.308594 1661826664.3965
MEM 22.308594 1661826664.4969
MEM 22.308594 1661826664.5977
MEM 22.308594 1661826664.6984
MEM 22.308594 1661826664.7987
MEM 22.308594 1661826664.8990
MEM 22.308594 1661826664.9994
MEM 22.308594 1661826665.0997
MEM 22.308594 1661826665.2005
MEM 22.308594 1661826665.3008
MEM 22.308594 1661826665.4018
MEM 22.308594 1661826665.5021
MEM 22.308594 1661826665.6024
MEM 22.308594 1661826665.7027
MEM 22.308594 1661826665.8030
MEM 22.308594 1661826665.9037
MEM 22.308594 1661826666.0041
MEM 22.308594 1661826666.1045
MEM 22.308594 1661826666.2050
MEM 22.308594 1661826666.3054
MEM 22.308594 1661826666.4058
MEM 22.308594 1661826666.5065
MEM 22.308594 1661826666.6071
MEM 22.308594 1661826666.7077
MEM 22.308594 1661826666.8081
MEM 22.308594 1661826666.9085
MEM 22.308594 1661826667.0090
MEM 22.308594 1661826667.1093
MEM 22.308594 1661826667.2098
MEM 22.308594 1661826667.3105
